part_num,name,part_cat_id,part_material_id
3626cpr2673,"Minifig Head Argus Filch, Dual Sided, Grey Sideburns, Thick Eyebrows, Stern / Clenched Teeth Print [Hollow Stud]",59,1
3626cpr2674,"Minifig Head Weazel, Dark Brown Mask Print [Hollow Stud]",59,1
3626cpr2676,"Minifig Head Severus Snape, Dual Sided, Eyebrows, Dark Orange Brow and Jowl Lines, Sneer with Raised Eyebrow / Scowl Print [Hollow Stud]",59,1
3626cpr2678,"Minifig Head Han Solo, Dual Sided, Brown Eyebrows, Cheek Lines, Chin Dimple, Goggles, Smile / Determined Print [Hollow Stud]",59,1
3626cpr2679,"Minifig Head Batman, Dual Sided, Red Visor, Grate, Unbroken / Broken Print [Hollow Stud]",59,1
3626cpr2680,"Minifig Head OMAC, Large Red Eye in Dark Azure Panel, Gold Circuitry Print [Hollow Stud]",59,1
3626cpr2682,"Minifig Head Draco Malfoy, Dual Sided, Reddish Brown Eyebrows, Suspicious with Left Eyebrow Raised / Angry Print [Hollow Stud]",59,1
3626cpr2683,"Minifig Head Batwoman, Dual Sided, Pearl Dark Gray Goggles, Red Lips, Smile / Gritted Teeth Print [Hollow Stud]",59,1
3626cpr2684,"Minifig Head Han Solo, Dual Sided, Reddish Brown Eyebrows, Mud Stains, Determined / Scared Print [Hollow Stud]",59,1
3626cpr2686,"Minifig Head Remus Lupin, Dual Sided, Scars, Stubble Beard, Thick Reddish Brown Eyebrows, Moustache, Determined / Angry with Yellow Eyes Print [Hollow Stud]",59,1
3626cpr2689,"Minifig Head Dementor, Light Bluish Gray Cheek Lines, Round Mouth Print [Hollow Stud]",59,1
3626cpr2691,"Minifig Head Garrick Ollivander, Grey Eyebrows and Sideburns, Stubble, Cheek Lines, Print [Hollow Stud]",59,1
3626cpr2695,"Minifig Head Albus Dumbledore, Dual Sided, Light Bluish Gray and White Eyebrow and Beard, Neutral / Slight Smile with Gold Glasses Print [Hollow Stud]",59,1
3626cpr2705,"Minifig Head Minerva McGonagall, Dual Sided, Dark Bluish Gray Eyebrows, Peach Lips, Dark Orange Age Lines, Smile / Frown Print [Hollow Stud]",59,1
3626cpr2706,"Minifig Head Nearly Headless Nick, Dark Bluish Grey Thick Eyebrows, Mustache, Goatee, Smiling / Worried Print",59,1
3626cpr2708,"Minifig Head Quirinus Quirrell / Voldemort, Dual Sided, Raised Eyebrow / Tan Face with Scars, No Nose, Black Lips Print [Hollow Stud]",59,1
3626cpr2709,"Minifig Head Rubeus Hagrid, Thick Eyebrows, Bags under Eyes, Smirk Print [Hollow Stud]",59,1
3626cpr2710,"Minifig Head Lobot, Medium Dark Flesh Eyebrows, Control Panel / Computer on Side of the Head Print [Hollow Stud]",59,1
3626cpr2712,"Minifig Head Newt Scamander, Dual Sided, Medium Dark Flesh Eyebrows and Contour Lines, Smile / Scared Print [Hollow Stud]",59,1
3626cpr2713,"Minifig Head Jacob Kowalski, Dual Sided, Brown Eyebrows and Moustache, Lines, Neutral / Concerned with Chin Strap Print [Hollow Stud]",59,1
3626cpr2714,"Minifig Head Queenie Goldstein / Tourist, Dual Sided, Reddish Brown Eyebrows, Peach Eyeshadow, Smile with Closed Eyes / Scared Print [Hollow Stud]",59,1
3626cpr2715,"Minifig Head Cloud Car Pilot, Dual Sided, Orange Visor, Brown Eyebrows, Chin Dimple, Neutral / Scared Print [Hollow Stud]",59,1
3626cpr2716,"Minifig Head Luke Skywalker, Dual Sided, Dark Tan Eyebrows, Chin Dimple, White Pupils, Stern / Scared, Sunken Left Eye Print [Hollow Stud]",59,1
3626cpr2718,"Minifig Head Gellert Grindelwald, White Eyebrows, Open Mouth / Closed Mouth Print [Hollow Stud]",59,1
3626cpr2719,"Minifig Head Seraphina Picquery, Eyebrows, Magenta Lips, White Locks of Hair Print [Hollow Stud]",59,1
3626cpr2720,"Minifig Head Salazar Slytherin, Dark and Light Bluish Gray Eyebrows, Dark Tan Facial Lines Print [Hollow Stud]",59,1
3626cpr2721,"Minifig Head Godric Gryffindor, Dark Orange Bushy Eyebrows, Medium Dark Flesh Facial Lines Print [Hollow Stud]",59,1
3626cpr2722,"Minifig Head Rowena Ravenclaw, Dual Sided, Silver Tiara with Blue Stone, Dark Red Lips, Smile / Slight Frown Print [Hollow Stud]",59,1
3626cpr2723,"Minifig Head Helga Hufflepuff, Dual Sided, Reddish Brown Eyebrows, Medium Dark Flesh Lips, Age Lines, Grin / Smile with Raised Eyebrow Print [Hollow Stud]",59,1
3626cpr2730,"Minifig Head Elsa, Dual Sided, Female, Medium Dark Flesh Eyebrows, Medium Lavender Eyeshadow, Dark Pink Lips, Smile / Wink Print [Hollow Stud]",59,1
3626cpr2731,"Minifig Head Anna, Dual Sided, Female, Reddish Brown Eyebrows, Dark Orange Freckles, Dark Pink Lips, Smile / Wink Print [Hollow Stud]",59,1
3626cpr2732,"Minifig Head Jack Skellington, Skull Large Black Eyes, Nostrils and Very Wide Mouth Print [Hollow Stud]",59,1
3626cpr2733,"Minifig Head Edna Mode, Dual Sided, Female, Eyebrows, Medium Dark Flesh Lips and Jowel Lines, Wide Smile / Neutral Print [Hollow Stud]",59,1
3626cpr2734,"Minifig Head Frozone, Wide Blue Visor, Reddish Brown Lower Face with Black Goatee Print",59,1
3626cpr2736,"Minifig Head Special, Duck with Side Tufts and Glasses, Bright Light Orange Bill, Black and Medium Blue Eyes Print (Scrooge McDuck)",59,1
3626cpr2740,"Minifig Head Jasmine, Female, Eyebrows, Red Lips, White Teeth Smile Print [Hollow Stud]",59,1
3626cpr2743,"Minifig Head Jafar, Large Eyebrows, Dark Orange Cheek Lines, Black Goatee, Passive / Crooked Smirk Print",59,1
3626cpr2744,"Minifig Head Hercules, Dark Orange Eyebrows and Chin Contour, Smile / Fierce Print",59,1
3626cpr2745,"Minifig Head Sally, Dual Sided, Female, Sand Green Eyeshadow and Stitching, Dark Red Lips Small Smile, Closed Mouth / Showing Teeth Print [Hollow Stud]",59,1
3626cpr2747,"Minifig Head Overlord, Purple Eyes, Dark Purple and Bright Pink Flames, Sharp Teeth, Open Mouth Print [Hollow Stud]",59,1
3626cpr2749,"Minifig Head Lloyd, Dual Sided, Green Eyes with Gold Energy Effect, Frown / Clenched Teeth Print [Hollow Stud]",59,1
3626cpr2751,"Minifig Head MetalBeard, Metal Eye Patch, Stoppled Beard, Angry Crooked Grimm, Missing Tooth Print [Hollow Stud]",59,1
3626cpr2754,"Minifig Head Garmadon, Red Eyes, Sharp White Teeth, Angry Scream Print [Hollow Stud]",59,1
3626cpr2755,"Minifig Head Emmet, Dual Sided, Open Smile with Teeth / Eyebrows, Scared with Dimples Print [Hollow Stud]",59,1
3626cpr2756,"Minifig Head Scout / Warrior, Olive Green Eyes, Sharp Teeth, Fangs, Red Mouth, Green Tribal Tattoos Print [Hollow Stud]",59,1
3626cpr2757,"Minifig Head Scout, Olive Green Eyes, Sharp Teeth, Fangs, Red Mouth, Yellow Tribal Tattoos Print [Hollow Stud]",59,1
3626cpr2758,"Minifig Head Lucy Wyldstyle, Dual Sided, Freckles, Eyelashes, Pink Lips, Open Mouth Smile with Wide Top / Angry Print [Hollow Stud]",59,1
3626cpr2759,"Minifig Head Lasha, Double-Eyed Snake, Tangs, Tongue, Dark Green Spots Print [Hollow Stud]",59,1
3626cpr2760,"Minifig Head Scarecrow Buttons for Eyes, Stitched Mouth",59,1
3626cpr2762,"Minifig Head Resistance Pilot, Eyebrows, Beard, Closed Mouth / Breathing Mask Print",59,1
3626cpr2763,"Minifig Head Anakin Skywalker, Dual Sided, Concern / Crooked Smile Print [Hollow Stud]",59,1
3626cpr2764,"Minifig Head Leia, Dual Sided, Brown Eyebrows, Eyelashes, Peach Lips, Smile / Angry Print [Hollow Stud]",59,1
3626cpr2765,"Minifig Head D.Va, Dual Sided, Winking and Purple Markings / Blowing Bubblegum Bubble Print [Hollow Stud]",59,1
3626cpr2767,"Minifig Head McCree, Reddish Brown Moustache, Beard, Sideburns Print [Hollow Stud]",59,1
3626cpr2768,"Minifig Head Iden Versio, Dual Sided, Eyebrows, Dark Orange Lips, Cheeks Lines, Neutral / Angry Print [Hollow Stud]",59,1
3626cpr2770,"Minifig Head Spider-Man, Large White Eyes, Dark Red Web Print [Hollow Stud]",59,1
3626cpr2771,"Minifig Head Dr Octopus (Doc Ock), Goggles, Green Glasses, Mean Angry Grin",59,1
3626cpr2772,"Minifig Head Spider-Man (Miles Morales), Large White Eyes, Red Web Print [Hollow Stud]",59,1
3626cpr2773,"Minifig Head Ghost Spider (Spider-Man), Large White Eyes with Magenta Outline Print [Hollow Stud]",59,1
3626cpr2775,"Minifig Head Emmet, Dual Sided, Happy Smile / Scream Print [Hollow Stud]",59,1
3626cpr2776,"Minifig Head Green Goblin, Yellow Eyes, Mean Smile, Teeth Print [Hollow Stud]",59,1
3626cpr2777,"Minifig Head Rebel Trooper, Reddish Brown Eyebrows, Black Chinstrap, Neutral / Frown Print",59,1
3626cpr2778,"Minifig Head Rex Dangervest, Dual Sided, Eyebrows, Stubble, Open Smile / Open Mouth Angry Print [Hollow Stud]",59,1
3626cpr2780,"Minifig Head Overwatch Mercy, Dual Sided, Balaclava, Light Flesh Face, Dark Yellow Eyebrows, Peach Lips, Smile / Surprised Print [Hollow Stud]",59,1
3626cpr2781,"Minifig Head Widowmaker, Dual Sided, Purple Lips, Com, Scowl / Smile and Winking Left Eye Print [Hollow Stud]",59,1
3626cpr2782,"Minifig Head Luke Skywalker, Chin Strap, Smile, Visor Up / Visor Down Print [Hollow Stud]",59,1
3626cpr2783,"Minifig Head Lucy Wyldstyle, Dual Sided, Female, Dark Pink Lips, Small Freckles Smile / Angry Print [Hollow Stud]",59,1
3626cpr2784,"Minifig Head Overwatch Tracer, Dual Sided, White Visor, Orange Lenses, Smirk / Smile Print [Hollow Stud]",59,1
3626cpr2785,"Minifig Head Darth Vader, Closed Eyes, Wrinkles, Bags under Eyes Print [Hollow Stud]",59,1
3626cpr2786,"Minifig Head, Angry Eyebrows and Scowl with Open Mouth, Headset, White Pupils Print [Hollow Stud]",59,1
3626cpr2787,"Minifig Head Mo-Hawk / Sharkira, Female, Light Bluish Grey Band On Forehead, Crooked Smile Print [Hollow Stud]",59,1
3626cpr2788,"Minifig Head Sandman, Dual Sided, Reddish Brown Eyebrows, Cheek Lines, Mouth, Medium Dark Flesh Spots, Neutral / Angry Print [Hollow Stud]",59,1
3626cpr2789,"Minifig Head Spider-Man (2099), Red Eye Mask, Bright Light Blue Dots Print [Hollow Stud]",59,1
3626cpr2790,"Minifig Head Hanzo, Goatee, Light Beard, Medium Dark Flesh Cheek Lines Print [Hollow Stud]",59,1
3626cpr2791,"Minifig Head Soldier: 76, Grey Mask, Red Visor Print [Hollow Stud]",59,1
3626cpr2792,"Minifig Head, Headset, Angry Frown",59,1
3626cpr2793,"Minifig Head, Angry, Headset, Red Lips Crooked",59,1
3626cpr2794,"Minifig Head Reaper, White Mask, Light Bluish Grey Mask Print [Hollow Stud]",59,1
3626cpr2795,"Minifig Head Pharah, Dual Sided, Dark Red Lips, Tattoo by Eye Print [Hollow Stud]",59,1
3626cpr2797,"Minifig Head Ocean Master, Dual Sided, Balaclava with Light Flesh Face, Red Goggles / Angry Print [Hollow Stud]",59,1
3626cpr2800,"Minifig Head Oni Villain, Purple and Pink Stretched Eyes, White Fangs, Tribal Markings Print [Hollow Stud]",59,1
3626cpr2802,"Minifig Head Emmet, Dual Sided, Wide Smile with Closed Teeth, Open Eyes / Closed Eyes Print [Hollow Stud]",59,1
3626cpr2804,"Minifig Head, Mean Angry Grin, Teeth, Black Eyes/Bags",59,1
3626cpr2805,"Minifig Head Overwatch Reinhardt, Dual Sided, White Beard, White Eye with Scar / Silver Mask with Yellow and Orange Visor Print [Hollow Stud]",59,1
3626cpr2806,"Minifig Head Green Lantern (Hal Jordan), Dual Sided, Green Eyemask, Smirk / Open Mouth Smile Print [Hollow Stud]",59,1
3626cpr2808,"Minifig Head Lego Movie Cowardly Lion, Dual Sided, Reddish Brown Eyebrows, Dark Brown Nose and Whiskers, Smiling / Scared Print [Hollow Stud]",59,1
3626cpr2809,"Minifig Head Rex Dangervest, Dual Sided, Stoppled Beard, Open Smile, Tongue / Angry Print [Hollow Stud]",59,1
3626cpr2811,"Minifig Head Carnage, Black Jagged Eyes, Wide Dark Orange Mouth Print [Hollow Stud]",59,1
3626cpr2812,"Minifig Head Sherry Scratchen-Post, Reddish Brown Headband, Dark Red Glasses, White Cat Whiskers, Scowling Print [Hollow Stud]",59,1
3626cpr2813,"Minifig Head Benny, Dual Sided, Frown / Smile with Wide Open Mouth Showing Tongue Print [Hollow Stud]",59,1
3626cpr2814,"Minifig Head Rex Dangervest, Dual Sided, Thick Eyebrows and Stubble, Closed Eyes Open Mouth / Smirk with Lowered Eyebrows Print [Hollow Stud]",59,1
3626cpr2815,"Minifig Head Dorothy Gale, Dual Sided, Reddish Brown Eyebrows, Dark Pink Lips, Smile / Worried with Right Eyebrow Raised Print [Hollow Stud]",59,1
3626cpr2816,"Minifig Head Tin Man, Eyebrows, Silver Nose and Chin Strap Print [Hollow Stud]",59,1
3626cpr2817,"Minifig Head Scarecrow, Dual Sided, Reddish Brown Eyebrows, Dark Red Nose, Dark Orange Lines Print [Hollow Stud]",59,1
3626cpr2818,"Minifig Head Swamp Creature, Large Red and Yellow Snake Eyes, Green Scales, Mouth with Tan Teeth Print [Hollow Stud]",59,1
3626cpr2821,"Minifig Head Aquaman, Dual Sided, Medium Dark Flesh Eyebrows and Beard with Yellow Highlights, Smile / Fierce Print [Hollow Stud]",59,1
3626cpr2822,"Minifig Head Emmet, Dual Sided, Winking Smile / Open Mouth Scared Print [Hollow Stud]",59,1
3626cpr2825,"Minifig Head Venom, White Eyes, White Teeth, Red Tongue Print [Hollow Stud]",59,1
3626cpr2832,"Minifig Head Watermelon Dude, Dual Sided, Eyebrows Left Raised, Lopsided Smile, Eyes / Sunglasses Print [Hollow Stud]",59,1
3626cpr2836,"Minifig Head Giraffe Guy, Dual Sided, Eyebrows, Lopsided Grin / Smile Showing Teeth Print [Hollow Stud]",59,1
3626cpr2837,"Minifig Head Crayon Girl, Dual Sided, Eyebrows, Dark Pink Lips, Smile Showing Teeth, Eyes Open / Eyes Closed Print [Hollow Stud]",59,1
3626cpr2838,"Minifig Head President Business, Dual Sided, Reddish Brown Unibrow, Open Mouth Smile, Arched Unibrow / Lowered Unibrow Print [Hollow Stud]",59,1
3626cpr2839,"Minifig Head Abraham Lincoln (Apocalypseburg Abe), Dual Sided, Thick Eyebrows, Medium Dark Flesh Brow Furrows and Cheek Lines, Surprised / Angry Print [Hollow Stud]",59,1
3626cpr2842,"Minifig Head Chicken Skater, Pink Cheeks, Squeal, Smile",59,1
3626cpr2843,"Minifig Head Candy Rapper, Dual Sided, Bright Pink Blush, Red Lips, Smiling / Winking Right Eye Print [Hollow Stud]",59,1
3626cpr2844,"Minifig Head Lucy Wyldstyle, Dual Sided, Eyebrows, Freckles, Dark Pink Lips, Smile / Singing with Eyes Closed Print [Hollow Stud]",59,1
3626cpr2848,"Minifig Head Kitty Pop, Dual Sided, Reddish Brown Eyebrows, Magenta Cat Whiskers, Coral Lips, Smiling / Singing with Closed Eyes Print [Hollow  Stud]",59,1
3626cpr2850,"Minifig Head Talos (Skrull), Green Eyes, Angry Print [Hollow Stud]",59,1
3626cpr2851,"Minifig Head Captain America, Balaclava, Light Flesh Face, Determined Print [Hollow Stud]",59,1
3626cpr2852,"Minifig Head Hula Lula, Dual Sided, Reddish Brown Eyebrows, Freckles, Red Lips, Medium Smile / Large Smile Print [Hollow Stud]",59,1
3626cpr2853,"Minifig Head Fuse, Metal Eyepatch, Scar, Wrinkles, Walrus Mustache Print [Hollow Stud]",59,1
3626cpr2855,"Minifig Head, Closed Mouth Grin / Open Mouth Smile",59,1
3626cpr2857,"Minifig Head Black Glasses, Thick Eyebrows, Grin/Smile, Open Mouth, Teeth",59,1
3626cpr2858,"Minifig Head Griff Halloran, Light Bluish Grey Eyebrows, Stubble Beard, Frown Print [Hollow Stud]",59,1
3626cpr2859,"Minifig Head Bruce Wayne (Batman) / Happy Hogan / Kaz Xiono, Dual Sided, Eyebrows, Chin Dimple, Frown / Angry Print [Hollow Stud]",59,1
3626cpr2860,"Minifig Head Leia, Female, Dark Tan Eyebrows, Peach Lips, Smile Print",59,1
3626cpr2861,"Minifig Head Emmet, Open Mouth Grin / Confused with Left Eyebrow Raised",59,1
3626cpr2863,"Minifig Head Rex Dangervest, Wide Open Mouth / Lopsided Grin",59,1
3626cpr2864,"Minifig Head Darth Vader, Dark Bluish Gray Scars, Eyebrows Print [Hollow Stud]",59,1
3626cpr2865,"Minifig Head Kylo Ren, Eyebrows, Sunken Eyes, Red Beauty Mark / Mole, Right Eye Scar and Open Mouth / Determined Print [Hollow Stud]",59,1
3626cpr2866,"Minifig Head Luke Skywalker, Small Black Eyebrows and Chin Dimple Print [Hollow Stud]",59,1
3626cpr2867,"Minifig Head James Rhodes (War Machine), Cheek Lines, Open Mouth Smile / Grin Print [Hollow Stud]",59,1
3626cpr2868,"Minifig Head Nebula, Dark Bluish Grey Mechanical Parts, Dark Bluish Grey Lips Print [Hollow Stud]",59,1
3626cpr2869,"Minifig Head Han Solo, Reddish Brown Eyebrows. Smirk Print [Hollow Stud]",59,1
3626cpr2870,"Minifig Head Bad Cop (Scribble Cop), Dual Sided, Silver Sunglasses / Scribble-Face Frown Print [Hollow Stud]",59,1
3626cpr2873,"Minifig Head Lando Calrissian, Moustache Thin, Standard Grin, Eyebrows, Small Eyelashes Print [Hollow Stud]",59,1
3626cpr2874,"Minifig Head Bail Organa, Black Moustache, Thin Beard",59,1
3626cpr2875,"Minifig Head Dark Brown Eyebrows, Black Chin Strap",59,1
3626cpr2878,"Minifig Head Roxxi, Female, Scars, Robe Headband, Crooked Grin, Teeth Print [Hollow Stud]",59,1
3626cpr2879,"Minifig Head Leia / Padawan, Small Black Eyes, Eyelashes, Small Red Lips Print [Hollow Stud]",59,1
3626cpr2881,"Minifig Head Larry the Barista, Reddish Brown Eyebrows, Scar, Stoppled Beard, Determined Print [Hollow Stud]",59,1
3626cpr2882,"Minifig Head Chainsaw Dave, Reddish Brown Eyebrows, Stoppled Beard, Determined / Angry, Teeth Print [Hollow Stud]",59,1
3626cpr2883,"Minifig Head Chitauri, Gold Armor, Lime Eyes, Large Open Mouth with Teeth Print [Hollow Stud]",59,1
3626cpr2884,"Minifig Head Woody, Raised Eyebrow, Big Smile, Open Mouth, Teeth",59,1
3626cpr2885,"Minifig Head Duke Caboom, Reddish Brown Side Burns, Moustache, Thick Raised Eyebrows, Smile",59,1
3626cpr2886,"Minifig Head Buzz Lightyear, Raised Eyebrow, Smirk",59,1
3626cpr2887,"Minifig Head Bo Peep, Raised Eyebrow, Smile, Peach Lips",59,1
3626cpr2888,"Minifig Head Gabby Gabby, Female, Freckles, Peach Lips",59,1
3626cpr2890,"Minifig Head Woody, Nervous Smile, Teeth, Reddish Brown Eyebrows",59,1
3626cpr2891,"Minifig Head Emmet, Dual Sided, Smile / Sad Print [Hollow Stud]",59,1
3626cpr2893,Minifig Head Fred Flintstone,59,1
3626cpr2894,Minifig Head Wilma Flintstone,59,1
3626cpr2896,Minifig Head Betty Rubble,59,1
3626cpr2898,"Minifig Head Jessie, Female Dark Red Eyebrows, Open Smile Mouth, Teeth",59,1
3626cpr2901,"Minifig Head 'Where are my Pants?' Guy, Dual Sided, Eyebrows, Stoppled Beard, Smile / Angry Print [Hollow Stud]",59,1
3626cpr2902,"Minifig Head Harley Quinn, Dual Sided, Thin Eyebrows, Red Lips, Smile, Heart on Cheeks, Dark Azure Paint Splotch, Smile / Open Mouth Smile Print [Hollow Stud]",59,1
3626cpr2903,"Minifig Head Harry Potter, Thin Glasses, Smirk, Lightning Scar",59,1
3626cpr2905,"Minifig Head Executioner, Black Mask with Eye and Moth Holes, Open Mouth, teeth",59,1
3626cpr2906,"Minifig Head Ron Weasley, Reddish Brown Eyebrows, Worried, Oops",59,1
3626cpr2908,"Minifig Head Spider-Man (Max), White Eyes",59,1
3626cpr2909,"Minifig Head General Vex, Light Blue Eyes, Thick White/Blue Eyebrows, Frostbite",59,1
3626cpr2911,"Minifig Head Madame Maxime, Female Half Closed (Tired?) Eyes, Wrinkles, Red Peach Lips",59,1
3626cpr2912,"Minifig Head White Face, Medium Azure Eyes, ANgry, Teeth",59,1
3626cpr2913,"Minifig Head Blizzard Samurai, Medium Blue Eyes, Sand Blue Scars, Angry, Teeth",59,1
3626cpr2914,"Minifig Head Special with Large Nose and Two White Teeth, and Small Lime Hat Print (Goofy)",59,1
3626cpr2915,"Minifig Head Nick Fury, Black Eye Patch, Round Beard, Stern/Angry",59,1
3626cpr2916,"Minifig Head Dark Brown Stubble Beard, Raised Eyebrows, Smile, Teeth",59,1
3626cpr2917,"Minifig Head Spider-man, Mask, Raised, Uncovered Mouth, Smile / Smirk",59,1
3626cpr2920,"Minifig Head Sirius Black, Reddish Brown Beard",59,1
3626cpr2921,"Minifig Head Hudson Harper, Freckles, Crooked Smile",59,1
3626cpr2922,"Minifig Head Danny Nedermeyer, Black Glasses, Smile, Teeth, Freckles",59,1
3626cpr2923,"Minifig Head Sinjin Prescott, Dark Brown Beard/Mustache, Smile, Open Mouth Teeth",59,1
3626cpr2924,"Minifig Head John Hammond, Smile, Missing Tooth",59,1
3626cpr2925,"Minifig Head Ian Malcolm, Sweat / Frown",59,1
3626cpr2926,"Minifig Head Ray Arnold, Closed Mouth / Open Mouth, Teeth, Scared",59,1
3626cpr2927,"Minifig Head Dennis Nedry, Smile / Blue Poison Splash",59,1
3626cpr2929,"Minifig Head Hydro-man, Blue Eyes, Angry/Mean Smile, Water Splash",59,1
3626cpr2930,"Minifig Head, Balaclava, Red Visor, Light Bluish Gray Mask",59,1
3626cpr2931,"Minifig Head Female Blue Visor, Peach Lips",59,1
3626cpr2932,"Minifig Head Sensei Wu (Master), White Eyebrows, Beard, Angry Smile",59,1
3626cpr2933,"Minifig Head White Face with Medium Azure Edge, Eyes, Angry, Fangs",59,1
3626cpr2934,"Minifig Head Harley Quinn, Female, Dark Azure/Lavender Eye Shadow, Mean Smile, Teeth",59,1
3626cpr2935,"Minifig Head Riddler, Brown Sideburns, Black Eye Mask, Mean Smile, Open Mouth, Teeth Print",59,1
3626cpr2936,"Minifig Head Lloyd, Gold Eyes, Angry, White/Gold Flames",59,1
3626cpr2937,"Minifig Head Jay, Light Bluish Gray Eyes, White/LBG Flames, Angry, Teeth",59,1
3626cpr2938,"Minifig Head Zane, Silver Eyes, Angry, Teeth, Bright Light Blue/White Flames",59,1
3626cpr2939,"Minifig Head Kai, Pearl Gold Eyes, White/Gold Flames",59,1
3626cpr2940,"Minifig Head Akita, Angry, Red Stripes on Cheeks, Teeth, Fangs",59,1
3626cpr2941,"Minifig Head Benny, Big Smile, Squinted Eyes",59,1
3626cpr2942,"Minifig Head Batman, Stern Look, Big White Eyes",59,1
3626cpr2945,"Minifig Head Catwoman, Female, Goggles, Red Glasses, Red Lips",59,1
3626cpr2946,"Minifig Head Robin, Green Eye Mask, Smirk",59,1
3626cpr2947,"Minifig Head Two-Face (Harvey Dent), Half Side Purple, Red Left Eye, Angry (Two-Face)",59,1
3626cpr2948,"Minifig Head, Open Mouth Smile, Peach Lips",59,1
3626cpr2949,"Minifig Head Clutch Powers, Reddish Brown Eyepatch, Black Hair, Stubble Beard",59,1
3626cpr2950,"Minifig Head Child, Smile, Open Mouth Teeth",59,1
3626cpr2951,"Minifig Head, Peach Lips, Open Eyes / Closed Eyes",59,1
3626cpr2952,"Minifig Head Child, Face PAint Tiger",59,1
3626cpr2953,"Minifig Head Emmet, Sad Face, Wiped/Smeared Beard",59,1
3626cpr2954,"Minifig Head Rex Dangervest, Wink, Big Open Mouth Grin/Smile, Teeth, Stoppled Beard",59,1
3626cpr2955,"Minifig Head, Hologram Display Print",59,1
3626cpr2956,"Minifig Head MJ, Peach Lips, Raised Black Eyebrow / Slight Smile",59,1
3626cpr2957,"Minifig Head Mr Freeze, Light Bluish Gray Goggles, Red Glasses, Mean / Angry",59,1
3626cpr2958,"Minifig Head Demogorgon, 5 Peddles Closed Print [Hollow Stud]",59,1
3626cpr2960,"Minifig Head Frown, Worried, Teeth",59,1
3626cpr2961,"Minifig Head Female Worried, Peach Lips",59,1
3626cpr2963,"Minifig Head Worried, Freckles",59,1
3626cpr2964,"Minifig Head Scar, Mean Smile, Teeth",59,1
3626cpr2965,"Minifig Head Open Mouth Smile, Teeth, Pink Lips",59,1
3626cpr2966,"Minifig Head Open Mouth Smile, Teeth, Wink",59,1
3626cpr2967,"Minifig Head Ghost, Slime, Yellow Eyes,",59,1
3626cpr2968,"Minifig Head Freckles, Pink Lips, open Mouth Smile",59,1
3626cpr2969,"Minifig Head Commissioner James Gordon, Black Glasses, Reddish Brown Eyebrows, Mustache, Angry",59,1
3626cpr2970,"Minifig Head, Reflective Sunglasses, Smile with Teeth / White Pupils Print",59,1
3626cpr2971,"Minifig Head Ned Leeds, Smirk",59,1
3626cpr2972,"Minifig Head, Dual Sided, Green Glasses, Peach Lips, and Smile / Raised Eyebrow",59,1
3626cpr2973,"Minifig Head Stubble Beard, Open Mouth Scared, Teeth",59,1
3626cpr2980,"Minifig Head Female, Angry, Peach Lips",59,1
3626cpr2981,"Minifig Head, Eyebrows, Medium Dark Flesh Lips, Smile / Grossed Out Print",59,1
3626cpr2982,"Minifig Head, Eyebrows, Medium Dark Flesh Lips, Smirk with Raised Right Eyebrow / Licking Lips Print",59,1
3626cpr2983,"Minifig Head, Dark Brown Eyebrows and Soul Patch, Smirk / Frown Print",59,1
3626cpr2985,"Minifig Head Monkey King, Yellow Eyes, White and Red Face Paint, Smile with Teeth",59,1
3626cpr2986,"Minifig Head Reddish Brown Eyebrows, Black Glasses, Scared Open Mouth, Teeth, Braces",59,1
3626cpr2987,"Minifig Head, Eyebrows, Wide Open Smile with Teeth and Tongue / Blushing with Teeth Print",59,1
3626cpr2988,"Minifig Head Mummy, Yellow Face, Mummy Wraps, Peach Lips",59,1
3626cpr2989,"Minifig Head, Medium Dark Flesh Lips, Crooked Smile / Dark Pink, Dark Purple, and Dark Azure Sunglasses Print",59,1
3626cpr2990,"Minifig Head, Eyebrows, Dark Green Glasses, Medium Dark Flesh Lips, Closed Smile / Open Smile Print",59,1
3626cpr2991,"Minifig Head Black Glasses, Stern Smile, Peach Lips",59,1
3626cpr2992,"Minifig Head, Eyebrows, Small Open Smile / Small Closed Smile Print",59,1
3626cpr2993,"Minifig Head, Black Hair, Eyebrows, Eyes, and Moustache, Raised Right Eyebrow Print",59,1
3626cpr2994,"Minifig Head, Reddish Brown Eyebrows, Mustache Stubble and Goatee Print",59,1
3626cpr2995,Minifig Head Worried,59,1
3626cpr2996,"Minifig Head, Balaclava with Blue Face, Smile with Teeth Print",59,1
3626cpr2997,"Minifig Head, Black Eyebrows, Medium Dark Flesh Lips, Neutral / Shouting Print",13,1
3626cpr2998,"Minifig Head, Reddish Brown Eyebrows and Stubble, Smile / Bruised Left Eye and Broken Teeth Print",59,1
3626cpr2999,"Minifig Head, Bright Light Blue Eyelashes and Mouth, White Eyes and Teeth with Fangs Print",59,1
3626cpr3000,"Minifig Head Light Bluish Grey Eyebrows, Black Glasses with Orange Lenses, Open Mouth Angry, Fangs",59,1
3626cpr3002,"Minifig Head, Lavender Eyebrows, Metallic Blue Eyeshadow, Magenta Glasses, Metallic Pink Lips, Beauty Mark Print",59,1
3626cpr3003,Minifig Head Light Bluish Grey Beard (Obi-Wan Kenobi),59,1
3626cpr3012,"Minifig Head Smirk, Scar",59,1
3626cpr3013,"Minifig Head Freckles, Pink Lips, Angry Smile",59,1
